Panel ID,Gene ID,HGNC symbol,HGNC ID,Gene Symbol,GRCh38 Chr,GRCh38 start,GRCh38 stop,GRCh37 Chr,GRCh37 start,GRCh37 stop,Confidence
9,ENSG00000054392,HHAT,HGNC:18270,HHAT,1,210328252,210676296,1,210501596,210849638,2
9,ENSG00000125618,PAX8,HGNC:8622,PAX8,2,113215997,113278950,2,113973574,114036527,2
9,ENSG00000185630,PBX1,HGNC:8632,PBX1,1,164555584,164899296,1,164524821,164868533,2
9,ENSG00000112238,PRDM13,HGNC:13998,PRDM13,6,99606730,99615578,6,100054606,100063454,2
9,ENSG00000140262,TCF12,HGNC:11623,TCF12,15,56918623,57299281,15,57210821,57591479,2
9,ENSG00000169946,ZFPM2,HGNC:16700,ZFPM2,8,104590733,105804532,8,106330920,106816760,2
9,ENSG00000151632,AKR1C2,HGNC:385,AKR1C2,10,4987400,5018031,10,5029967,5060223,1
9,ENSG00000105929,ATP6V0A4,HGNC:866,ATP6V0A4,7,138706295,138799560,7,138391040,138484305,1
9,ENSG00000173894,CBX2,HGNC:1552,CBX2,17,79778132,79787983,17,77751931,77761782,1
9,ENSG00000145214,DGKQ,HGNC:2856,DGKQ,4,958887,986895,4,952675,980683,1
9,ENSG00000137090,DMRT1,HGNC:2934,DMRT1,9,841690,969090,9,841690,969090,1
9,ENSG00000132591,ERAL1,HGNC:3424,ERAL1,17,28854938,28861067,17,27181956,27188085,1
9,ENSG00000074047,GLI2,HGNC:4318,GLI2,2,120735623,120992653,2,121493199,121750229,1
9,ENSG00000086696,HSD17B2,HGNC:5211,HSD17B2,16,82035004,82098534,16,82068609,82132139,1
9,ENSG00000148384,INPP5E,HGNC:21474,INPP5E,9,136428619,136439823,9,139323071,139334274,1
9,ENSG00000100297,MCM5,HGNC:6948,MCM5,22,35400063,35425430,22,35796056,35821423,1
9,ENSG00000007372,PAX6,HGNC:8620,PAX6,11,31784779,31818062,11,31806340,31839509,1
9,ENSG00000170381,SEMA3E,HGNC:10727,SEMA3E,7,83363906,83649010,7,82993222,83278326,1
9,ENSG00000141384,TAF4B,HGNC:11538,TAF4B,18,26225936,26391685,18,23805900,23971649,1
9,ENSG00000233608,TWIST2,HGNC:20670,TWIST2,2,238848032,238910543,2,239756673,239795893,1
9,ENSG00000134245,WNT2B,HGNC:12781,WNT2B,1,112466541,112530165,1,113009163,113072787,1
13,ENSG00000183873,SCN5A,HGNC:10593,SCN5A,3,38548057,38649673,3,38589548,38691164,3
13,ENSG00000055118,KCNH2,HGNC:6251,KCNH2,7,150944961,150978315,7,150642049,150675403,2
13,ENSG00000069431,ABCC9,HGNC:60,ABCC9,12,21797401,21942529,12,21950335,22094336,1
13,ENSG00000145362,ANK2,HGNC:493,ANK2,4,112818109,113383740,4,113739265,114304896,1
13,ENSG00000151067,CACNA1C,HGNC:1390,CACNA1C,12,1970786,2697950,12,2079952,2802108,1
13,ENSG00000153956,CACNA2D1,HGNC:1399,CACNA2D1,7,81946444,82443798,7,81575760,82073114,1
13,ENSG00000165995,CACNB2,HGNC:1402,CACNB2,10,18140677,18541869,10,18429606,18830798,1
13,ENSG00000182533,CAV3,HGNC:1529,CAV3,3,8733800,8841808,3,8775486,8883492,1
13,ENSG00000075711,DLG1,HGNC:2900,DLG1,3,197042560,197299300,3,196769431,197026171,1
13,ENSG00000152642,GPD1L,HGNC:28956,GPD1L,3,32105689,32168713,3,32147181,32210205,1
13,ENSG00000138622,HCN4,HGNC:16882,HCN4,15,73319859,73369264,15,73612200,73661605,1
13,ENSG00000171385,KCND3,HGNC:6239,KCND3,1,111770662,111989155,1,112313284,112531777,1
13,ENSG00000175538,KCNE3,HGNC:6243,KCNE3,11,74454841,74467729,11,74165886,74178774,1
13,ENSG00000176076,KCNE5,HGNC:6241,KCNE5,X,109623700,109625172,X,108866929,108868393,1
13,ENSG00000121361,KCNJ8,HGNC:6269,KCNJ8,12,21764955,21775581,12,21917889,21928515,1
13,ENSG00000057294,PKP2,HGNC:9024,PKP2,12,32790745,32896840,12,32943679,33049774,1
13,ENSG00000108961,RANGRF,HGNC:17679,RANGRF,17,8288497,8290092,17,8191815,8193410,1
13,ENSG00000185313,SCN10A,HGNC:10582,SCN10A,3,38696802,38794010,3,38738293,38835501,1
13,ENSG00000105711,SCN1B,HGNC:10586,SCN1B,19,35030466,35040449,19,35521588,35531352,1
13,ENSG00000149575,SCN2B,HGNC:10589,SCN2B,11,118161951,118176673,11,118032666,118047388,1
13,ENSG00000166257,SCN3B,HGNC:20665,SCN3B,11,123629187,123655244,11,123499895,123525952,1
13,ENSG00000163681,SLMAP,HGNC:16643,SLMAP,3,57755450,57929168,3,57741177,57914895,1
13,ENSG00000130529,TRPM4,HGNC:17993,TRPM4,19,49157741,49211836,19,49660998,49715093,1
25,ENSG00000033011,ALG1,HGNC:18294,ALG1,16,5033960,5087379,16,5083703,5137380,3
25,ENSG00000253710,ALG11,HGNC:32456,ALG11,13,52012398,52029664,13,52586534,52603800,3
25,ENSG00000182858,ALG12,HGNC:19358,ALG12,22,49900229,49918458,22,50293877,50312106,3
25,ENSG00000172339,ALG14,HGNC:28287,ALG14,1,94974407,95072945,1,95439963,95538501,3
25,ENSG00000214160,ALG3,HGNC:23056,ALG3,3,184242301,184249548,3,183960089,183967336,3
25,ENSG00000088035,ALG6,HGNC:23157,ALG6,1,63367590,63438562,1,63833261,63904233,3
25,ENSG00000159063,ALG8,HGNC:23161,ALG8,11,78100936,78139660,11,77811982,77850706,3
25,ENSG00000086848,ALG9,HGNC:15672,ALG9,11,111782195,111871581,11,111652919,111742305,3
25,ENSG00000071553,ATP6AP1,HGNC:868,ATP6AP1,X,154428632,154436516,X,153656978,153664862,3
25,ENSG00000185344,ATP6V0A2,HGNC:18481,ATP6V0A2,12,123712318,123761755,12,124196865,124246302,3
25,ENSG00000162885,B3GALNT2,HGNC:28596,B3GALNT2,1,235449923,235504481,1,235613238,235667781,3
25,ENSG00000176022,B3GALT6,HGNC:17978,B3GALT6,1,1232265,1235041,1,1167629,1170421,3
25,ENSG00000149541,B3GAT3,HGNC:923,B3GAT3,11,62615296,62622175,11,62382768,62389647,3
25,ENSG00000187676,B3GLCT,HGNC:20207,B3GLCT,13,31199936,31332276,13,31774073,31906413,3
25,ENSG00000135454,B4GALNT1,HGNC:4117,B4GALNT1,12,57623410,57633355,12,58017193,58027138,3
25,ENSG00000086062,B4GALT1,HGNC:924,B4GALT1,9,33104082,33167356,9,33104080,33167354,3
25,ENSG00000027847,B4GALT7,HGNC:930,B4GALT7,5,177600100,177610347,5,177027101,177037348,3
25,ENSG00000136710,CCDC115,HGNC:28178,CCDC115,2,130338241,130342349,2,131095814,131099922,3
25,ENSG00000169105,CHST14,HGNC:24464,CHST14,15,40470998,40474571,15,40763160,40765353,3
25,ENSG00000122863,CHST3,HGNC:1971,CHST3,10,71964365,72013564,10,73724123,73773322,3
25,ENSG00000183196,CHST6,HGNC:6938,CHST6,16,75472052,75495384,16,75510949,75529282,3
25,ENSG00000131873,CHSY1,HGNC:17198,CHSY1,15,101175723,101251932,15,101715928,101792137,3
25,ENSG00000166685,COG1,HGNC:6545,COG1,17,73192632,73208507,17,71189129,71204646,3
25,ENSG00000103051,COG4,HGNC:18620,COG4,16,70480568,70523565,16,70514471,70557468,3
25,ENSG00000164597,COG5,HGNC:14857,COG5,7,107201555,107564514,7,106842000,107204959,3
25,ENSG00000133103,COG6,HGNC:18621,COG6,13,39655627,39791665,13,40229764,40365802,3
25,ENSG00000168434,COG7,HGNC:18622,COG7,16,23388493,23453180,16,23399814,23464501,3
25,ENSG00000213380,COG8,HGNC:18623,COG8,16,69320140,69339583,16,69354043,69373570,3
25,ENSG00000147408,CSGALNACT1,HGNC:24290,CSGALNACT1,8,19404161,19758029,8,19261672,19615540,3
25,ENSG00000175283,DOLK,HGNC:23406,DOLK,9,128945530,128947619,9,131707809,131709898,3
25,ENSG00000172269,DPAGT1,HGNC:2995,DPAGT1,11,119096503,119108331,11,118967213,118979041,3
25,ENSG00000000419,DPM1,HGNC:3005,DPM1,20,50934867,50958555,20,49551404,49575092,3
25,ENSG00000136908,DPM2,HGNC:3006,DPM2,9,127935099,127938484,9,130697378,130700763,3
25,ENSG00000179085,DPM3,HGNC:3007,DPM3,1,155139891,155140595,1,155112367,155113071,3
25,ENSG00000116406,EDEM3,HGNC:16787,EDEM3,1,184690231,184754913,1,184659365,184724047,3
25,ENSG00000163378,EOGT,HGNC:28526,EOGT,3,68975214,69013961,3,69024365,69063112,3
25,ENSG00000182197,EXT1,HGNC:3512,EXT1,8,117794490,118111853,8,118806729,119124092,3
25,ENSG00000151348,EXT2,HGNC:3513,EXT2,11,44095549,44245429,11,44117099,44266979,3
25,ENSG00000181027,FKRP,HGNC:17997,FKRP,19,46746046,46776988,19,47249303,47280245,3
25,ENSG00000106692,FKTN,HGNC:3622,FKTN,9,105558130,105641118,9,108320411,108403399,3
25,ENSG00000033170,FUT8,HGNC:4019,FUT8,14,65410592,65744121,14,65877310,66210839,3
25,ENSG00000141349,G6PC3,HGNC:24861,G6PC3,17,44070735,44076344,17,42148103,42153709,3
25,ENSG00000143641,GALNT2,HGNC:4124,GALNT2,1,230057990,230282124,1,230193536,230417870,3
25,ENSG00000115339,GALNT3,HGNC:4125,GALNT3,2,165747591,165794682,2,166604101,166651192,3
25,ENSG00000198380,GFPT1,HGNC:4241,GFPT1,2,69319769,69387254,2,69546905,69614382,3
25,ENSG00000144591,GMPPA,HGNC:22923,GMPPA,2,219498867,219506989,2,220363589,220371710,3
25,ENSG00000173540,GMPPB,HGNC:22932,GMPPB,3,49716844,49723951,3,49754277,49761384,3
25,ENSG00000159921,GNE,HGNC:23657,GNE,9,36214441,36277056,9,36214438,36277053,3
25,ENSG00000120370,GORAB,HGNC:25676,GORAB,1,170532129,170553446,1,170501270,170522587,3
25,ENSG00000214960,ISPD,HGNC:37276,ISPD,7,16087527,16421322,7,16130817,16460947,3
25,ENSG00000133424,LARGE1,HGNC:6511,LARGE1,22,33162226,33922841,22,33558212,34318829,3
25,ENSG00000102158,MAGT1,HGNC:28880,MAGT1,X,77826364,77895593,X,77081861,77151090,3
25,ENSG00000177239,MAN1B1,HGNC:6823,MAN1B1,9,137086927,137109187,9,139981379,140003635,3
25,ENSG00000168282,MGAT2,HGNC:7045,MGAT2,14,49620795,49623481,14,50087489,50090198,3
25,ENSG00000115275,MOGS,HGNC:24862,MOGS,2,74461057,74465410,2,74688184,74692537,3
25,ENSG00000129255,MPDU1,HGNC:7207,MPDU1,17,7583529,7592789,17,7486847,7496107,3
25,ENSG00000178802,MPI,HGNC:7216,MPI,15,74890005,74902219,15,75182346,75191798,3
25,ENSG00000151092,NGLY1,HGNC:17646,NGLY1,3,25718944,25790039,3,25760435,25831530,3
25,ENSG00000148985,PGAP2,HGNC:17893,PGAP2,11,3797724,3826371,11,3818954,3847601,3
25,ENSG00000161395,PGAP3,HGNC:23719,PGAP3,17,39671122,39696797,17,37827375,37853050,3
25,ENSG00000079739,PGM1,HGNC:8905,PGM1,1,63593276,63660245,1,64058947,64125916,3
25,ENSG00000013375,PGM3,HGNC:8907,PGM3,6,83161150,83193936,6,83870869,83903655,3
25,ENSG00000165195,PIGA,HGNC:8957,PIGA,X,15319451,15335580,X,15337573,15353676,3
25,ENSG00000108474,PIGL,HGNC:8966,PIGL,17,16217191,16351797,17,16120505,16252115,3
25,ENSG00000143315,PIGM,HGNC:18858,PIGM,1,160027673,160031991,1,159997462,160001783,3
25,ENSG00000197563,PIGN,HGNC:8967,PIGN,18,61905255,62187118,18,59710800,59854351,3
25,ENSG00000165282,PIGO,HGNC:23215,PIGO,9,35088688,35096601,9,35088685,35096591,3
25,ENSG00000087111,PIGS,HGNC:14937,PIGS,17,28553383,28571872,17,26880401,26898890,3
25,ENSG00000124155,PIGT,HGNC:14938,PIGT,20,45416067,45456934,20,44044717,44054884,3
25,ENSG00000060642,PIGV,HGNC:26031,PIGV,1,26787472,26798398,1,27113963,27124889,3
25,ENSG00000277161,PIGW,HGNC:23213,PIGW,17,36535020,36539310,17,34890847,34895159,3
25,ENSG00000140650,PMM2,HGNC:9115,PMM2,16,8788823,8849331,16,8882680,8943188,3
25,ENSG00000085998,POMGNT1,HGNC:19139,POMGNT1,1,46188682,46220305,1,46654354,46685977,3
25,ENSG00000144647,POMGNT2,HGNC:25902,POMGNT2,3,43079232,43106076,3,43120724,43147568,3
25,ENSG00000185900,POMK,HGNC:26267,POMK,8,43093506,43123434,8,42948658,42978577,3
25,ENSG00000130714,POMT1,HGNC:9202,POMT1,9,131502902,131523806,9,134378289,134399193,3
25,ENSG00000009830,POMT2,HGNC:19743,POMT2,14,77274956,77320884,14,77741299,77787227,3
25,ENSG00000163933,RFT1,HGNC:30220,RFT1,3,53088483,53130462,3,53122499,53164478,3
25,ENSG00000101310,SEC23B,HGNC:10702,SEC23B,20,18507493,18561415,20,18488137,18542059,3
25,ENSG00000164414,SLC35A1,HGNC:11021,SLC35A1,6,87470623,87512336,6,88180341,88222054,3
25,ENSG00000102100,SLC35A2,HGNC:11022,SLC35A2,X,48903180,48911958,X,48760459,48769235,3
25,ENSG00000181830,SLC35C1,HGNC:20197,SLC35C1,11,45804072,45813015,11,45825623,45834566,3
25,ENSG00000116704,SLC35D1,HGNC:20800,SLC35D1,1,66999332,67054099,1,67465015,67519782,3
25,ENSG00000137700,SLC37A4,HGNC:4061,SLC37A4,11,119024114,119030906,11,118894824,118901616,3
25,ENSG00000138821,SLC39A8,HGNC:20862,SLC39A8,4,102251041,102431258,4,103172198,103352415,3
25,ENSG00000128039,SRD5A3,HGNC:25812,SRD5A3,4,55346109,55373096,4,56212276,56239263,3
25,ENSG00000180879,SSR4,HGNC:11326,SSR4,X,153793516,153798505,X,153058971,153063960,3
25,ENSG00000126091,ST3GAL3,HGNC:10866,ST3GAL3,1,43705824,43931165,1,44171495,44396831,3
25,ENSG00000115525,ST3GAL5,HGNC:10872,ST3GAL5,2,85837120,85905199,2,86066267,86116137,3
25,ENSG00000134910,STT3A,HGNC:6172,STT3A,11,125591712,125625215,11,125461607,125495110,3
25,ENSG00000134851,TMEM165,HGNC:30760,TMEM165,4,55395957,55453397,4,56262124,56319564,3
25,ENSG00000244045,TMEM199,HGNC:18085,TMEM199,17,28357581,28363683,17,26684604,26708716,3
25,ENSG00000118600,TMEM5,HGNC:13530,TMEM5,12,63779803,63809558,12,64173583,64203338,3
25,ENSG00000104723,TUSC3,HGNC:30242,TUSC3,8,15417215,15766649,8,15274724,15624158,3
25,ENSG00000103489,XYLT1,HGNC:15516,XYLT1,16,17101769,17470881,16,17195626,17564738,3
25,ENSG00000015532,XYLT2,HGNC:15517,XYLT2,17,50346092,50363138,17,48423453,48440499,3
25,ENSG00000136152,COG3,HGNC:18619,COG3,13,45464898,45536630,13,46039060,46110765,2
25,ENSG00000244038,DDOST,HGNC:2728,DDOST,1,20651767,20661544,1,20978270,20988000,2
25,ENSG00000169084,DHRSX,HGNC:18399,DHRSX,X,2219516,2502805,X,2137557,2420846,2
25,ENSG00000157353,FUK,HGNC:29500,FUK,16,70454421,70480274,16,70488324,70514177,2
25,ENSG00000106003,LFNG,HGNC:6560,LFNG,7,2512529,2529177,7,2552163,2568811,2
25,ENSG00000013288,MAN2B2,HGNC:29623,MAN2B2,4,6575175,6623362,4,6576902,6625089,2
25,ENSG00000114850,SSR3,HGNC:11325,SSR3,3,156540140,156555184,3,156257929,156272973,2
25,ENSG00000168538,TRAPPC11,HGNC:25751,TRAPPC11,4,183659267,183713594,4,184580420,184634745,2
25,ENSG00000139133,ALG10,HGNC:23162,ALG10,12,34022281,34029694,12,34175216,34182629,1
25,ENSG00000101901,ALG13,HGNC:30881,ALG13,X,111665811,111760649,X,110909043,111003877,1
25,ENSG00000119523,ALG2,HGNC:23159,ALG2,9,99216426,99221956,9,101978708,101984238,1
25,ENSG00000171155,C1GALT1C1,HGNC:24338,C1GALT1C1,X,120625793,120630150,X,119759648,119764005,1
25,ENSG00000084774,CAD,HGNC:1424,CAD,2,27217390,27243943,2,27440258,27466811,1
25,ENSG00000164615,CAMLG,HGNC:1471,CAMLG,5,134738501,134752160,5,134074191,134087847,1
25,ENSG00000135775,COG2,HGNC:6546,COG2,1,230642489,230693982,1,230778235,230829728,1
25,ENSG00000117682,DHDDS,HGNC:20603,DHDDS,1,26432282,26471294,1,26758773,26797785,1
25,ENSG00000119514,GALNT12,HGNC:19877,GALNT12,9,98807699,98850081,9,101569981,101612363,1
25,ENSG00000115419,GLS,HGNC:4331,GLS,2,190880827,190965552,2,191745553,191830278,1
25,ENSG00000153989,NUS1,HGNC:21042,NUS1,6,117675502,117710640,6,117996665,118031803,1
25,ENSG00000198856,OSTC,HGNC:24448,OSTC,4,108650584,108667820,4,109571740,109588976,1
25,ENSG00000117620,SLC35A3,HGNC:11023,SLC35A3,1,99969351,100035637,1,100435345,100492535,1
25,ENSG00000163527,STT3B,HGNC:30611,STT3B,3,31532638,31637622,3,31574130,31679112,1
31,ENSG00000140279,DUOX2,HGNC:13273,DUOX2,15,45092650,45114344,15,45384848,45406542,3
31,ENSG00000140274,DUOXA2,HGNC:32698,DUOXA2,15,45114321,45118421,15,45406519,45410619,3
31,ENSG00000178919,FOXE1,HGNC:3806,FOXE1,9,97853254,97856715,9,100615536,100618986,3
31,ENSG00000107249,GLIS3,HGNC:28510,GLIS3,9,3824127,4348392,9,3824127,4348392,3
31,ENSG00000087460,GNAS,HGNC:4392,GNAS,20,58839718,58911192,20,57414773,57486247,3
31,ENSG00000163666,HESX1,HGNC:4877,HESX1,3,57197843,57226521,3,57231944,57260549,3
31,ENSG00000147255,IGSF1,HGNC:5948,IGSF1,X,131273506,131578899,X,130407480,130533677,3
31,ENSG00000133124,IRS4,HGNC:6128,IRS4,X,108732482,108736409,X,107975712,107979651,3
31,ENSG00000009765,IYD,HGNC:21071,IYD,6,150368892,150405969,6,150690028,150727105,3
31,ENSG00000107187,LHX3,HGNC:6595,LHX3,9,136196250,136205109,9,139088096,139096955,3
31,ENSG00000121454,LHX4,HGNC:21734,LHX4,1,180230286,180278982,1,180199421,180249380,3
31,ENSG00000136352,NKX2-1,HGNC:11825,NKX2-1,14,36516392,36521149,14,36985602,36990354,3
31,ENSG00000165588,OTX2,HGNC:8522,OTX2,14,56799905,56810479,14,57267425,57277197,3
31,ENSG00000125618,PAX8,HGNC:8622,PAX8,2,113215997,113278950,2,113973574,114036527,3
31,ENSG00000064835,POU1F1,HGNC:9210,POU1F1,3,87259404,87276587,3,87308554,87325737,3
31,ENSG00000108946,PRKAR1A,HGNC:9388,PRKAR1A,17,68511780,68551319,17,66507921,66547460,3
31,ENSG00000175325,PROP1,HGNC:9455,PROP1,5,177992235,177996242,5,177419236,177423243,3
31,ENSG00000187742,SECISBP2,HGNC:30972,SECISBP2,9,89318506,89359662,9,91933421,91974557,3
31,ENSG00000147100,SLC16A2,HGNC:10923,SLC16A2,X,74421461,74533917,X,73641085,73753752,3
31,ENSG00000091137,SLC26A4,HGNC:8818,SLC26A4,7,107660635,107717809,7,107301080,107358254,3
31,ENSG00000147606,SLC26A7,HGNC:14467,SLC26A7,8,91209494,91398152,8,92221722,92410378,3
31,ENSG00000105641,SLC5A5,HGNC:11040,SLC5A5,19,17871973,17895174,19,17982782,18005983,3
31,ENSG00000101849,TBL1X,HGNC:11585,TBL1X,X,9463295,9719743,X,9431335,9687780,3
31,ENSG00000042832,TG,HGNC:11764,TG,8,132866958,133134903,8,133879203,134147147,3
31,ENSG00000126351,THRA,HGNC:11796,THRA,17,40058290,40093867,17,38214543,38250120,3
31,ENSG00000151090,THRB,HGNC:11799,THRB,3,24117160,24495282,3,24158651,24536773,3
31,ENSG00000115705,TPO,HGNC:12015,TPO,2,1374223,1543711,2,1377995,1547483,3
31,ENSG00000174417,TRHR,HGNC:12299,TRHR,8,109086621,109119584,8,110098850,110131813,3
31,ENSG00000134200,TSHB,HGNC:12372,TSHB,1,115029824,115034309,1,115572415,115576941,3
31,ENSG00000165409,TSHR,HGNC:12373,TSHR,14,80954989,81146302,14,81421333,81612646,3
31,ENSG00000134690,CDCA8,HGNC:14629,CDCA8,1,37692418,37709719,1,38158090,38175391,2
31,ENSG00000183072,NKX2-5,HGNC:2488,NKX2-5,5,173232109,173235357,5,172659112,172662360,2
31,ENSG00000101162,TUBB1,HGNC:16257,TUBB1,20,59019254,59026654,20,57594309,57601709,2
31,ENSG00000134595,SOX3,HGNC:11199,SOX3,X,140502985,140505116,X,139585152,139587225,1
49,ENSG00000159251,ACTC1,HGNC:143,ACTC1,15,34788096,34796139,15,35080297,35088340,3
49,ENSG00000077522,ACTN2,HGNC:164,ACTN2,1,236686454,236764631,1,236849754,236927931,3
49,ENSG00000136383,ALPK3,HGNC:17574,ALPK3,15,84816680,84873482,15,85359911,85416713,3
49,ENSG00000151067,CACNA1C,HGNC:1390,CACNA1C,12,1970786,2697950,12,2079952,2802108,3
49,ENSG00000129170,CSRP3,HGNC:2472,CSRP3,11,19182030,19210573,11,19203578,19232120,3
49,ENSG00000022267,FHL1,HGNC:3702,FHL1,X,136146702,136211359,X,135229559,135293518,3
49,ENSG00000134775,FHOD3,HGNC:26178,FHOD3,18,36297714,36780055,18,33877677,34360018,3
49,ENSG00000128591,FLNC,HGNC:3756,FLNC,7,128830377,128859274,7,128470431,128499328,3
49,ENSG00000102393,GLA,HGNC:4296,GLA,X,101397803,101407925,X,100652791,100662913,3
49,ENSG00000005893,LAMP2,HGNC:6501,LAMP2,X,120427827,120469365,X,119561682,119603220,3
